"code_grand_domaine","code_domaine_professionnel","numero_fiche_rome","intitule","libelle_appellation_long","libelle_appellation_court","type_provenance","code_fiche","ogr_rome","ogr_appellation"
"","","","","Gérant / Gérante de magasin d'alimentation générale","Gérant / Gérante de magasin d'alimentation générale","4","120","101","15288"
"","","","","Gérant / Gérante de station-service","Gérant / Gérante de station-service","4","120","101","15297"
"","","","","Gérant / Gérante de supérette","Gérant / Gérante de supérette","4","120","101","15298"
"","","","","Gérant / Gérante mandataire de succursale de magasin d'alimentation","Gérant(e) mandataire de succursale de magasin alimentation","4","120","101","15307"
"","","","","Responsable de boutique de prêt-à-porter","Responsable de boutique de prêt-à-porter","4","120","101","18665"
"","","","","Responsable de magasin","Responsable de magasin","4","120","101","404419"
"","","","","Responsable de magasin d'accessoires de la personne","Responsable de magasin d'accessoires de la personne","4","120","101","18778"
"","","","","Responsable de magasin d'animalerie","Responsable de magasin d'animalerie","4","120","101","18779"
"","","","","Responsable de magasin de détail","Responsable de magasin de détail","4","120","101","18781"
"","","","","Responsable de magasin de proximité","Responsable de magasin de proximité","4","120","101","18782"
"","","","","Responsable de magasin de végétaux","Responsable de magasin de végétaux","4","120","101","18783"
"","","","","Responsable de magasin d'équipement de la maison","Responsable de magasin d'équipement de la maison","4","120","101","18784"
"","","","","Responsable de magasin d'équipement de sports","Responsable de magasin d'équipement de sports","4","120","101","18785"
"","","","","Responsable de point de vente de détail","Responsable de point de vente de détail","4","120","101","18808"
"","","","","Responsable de station de lavage","Responsable de station de lavage","4","120","101","18877"
"","","","","Responsable de station-service","Responsable de station-service","4","120","101","18881"
"","","","","Responsable de supérette","Responsable de supérette","4","120","101","18884"
"D","13","02","Responsable de boutique","","","3","32600","488618",""
"","","","","Responsable de boutique","Responsable de boutique","4","32600","488618","18664"
"","","","","Responsable de magasin d'articles de loisirs","Responsable de magasin d'articles de loisirs","4","32600","488618","18780"
"D","14","","Force de vente","","","2","","",""
"D","14","01","Assistant commercial / Assistante commerciale","","","3","30031","102",""
"","","","","Assistant / Assistante de direction commerciale","Assistant / Assistante de direction commerciale","4","30031","102","403658"
"","","","","Assistant / Assistante de gestion commerciale","Assistant / Assistante de gestion commerciale","4","30031","102","403659"
"","","","","Assistant / Assistante e-commerce","Assistant / Assistante e-commerce","4","30031","102","403660"
"","","","","Assistant administratif et commercial / Assistante administrative et commerciale","Assistant(e) administratif(ve) et commercial(e)","4","30031","102","11186"
"","","","","Assistant commercial / Assistante commerciale","Assistant commercial / Assistante commerciale","4","30031","102","11210"
"","","","","Assistant commercial / Assistante commerciale et appels d'offres","Assistant commercial / Assistante commerciale et AO","4","30031","102","403656"
"","","","","Assistant commercial / Assistante commerciale sédentaire","Assistant commercial / Assistante commerciale sédentaire","4","30031","102","403657"
"","","","","Secrétaire commercial / Secrétaire commerciale","Secrétaire commercial / Secrétaire commerciale","4","30031","102","19369"
"D","14","02","Commercial / Commerciale grands comptes et entreprises","","","3","124","103",""
"","","","","Attaché commercial / Attachée commerciale en biens de consommation auprès des entreprises","Attaché(e) commercial(e) en biens consommation entreprises","4","124","103","11375"
"","","","","Attaché commercial / Attachée commerciale en biens d'équipement professionnels","Attaché(e) commercial(e) biens d'équipement professionnels","4","124","103","11376"
"","","","","Attaché commercial / Attachée commerciale en biens intermédiaires et matières premières auprès des entreprises","Attaché(e) commercial(e) bien interméd matières premières","4","124","103","11377"
"","","","","Attaché commercial / Attachée commerciale en fournitures industrielles auprès des entreprises","Attaché(e) commercial(e) fournitures ind entreprises","4","124","103","11379"
"","","","","Attaché commercial / Attachée commerciale en matériaux industriels auprès des entreprises","Attaché(e) commercial(e) en matériaux ind auprès entreprises","4","124","103","11382"
"","","","","Attaché commercial / Attachée commerciale en matériel agricole auprès des entreprises","Attaché(e) commercial(e) matériel agricole auprès entreprise","4","124","103","11383"
"","","","","Attaché commercial / Attachée commerciale en matériel de bureau auprès des entreprises","Attaché(e) commercial(e) en matériel de bureau entreprises","4","124","103","11384"
"","","","","Attaché commercial / Attachée commerciale en transport-logistique","Attaché(e) commercial(e) en transport-logistique","4","124","103","11386"
"","","","","Attaché commercial / Attachée commerciale export","Attaché commercial / Attachée commerciale export","4","124","103","11387"
"","","","","Attaché commercial / Attachée commerciale grandes et moyennes surfaces de vente (GMS)","Attaché(e) commercial(e) grandes, moyennes surfaces de vente","4","124","103","11388"
"","","","","Attaché commercial / Attachée commerciale tourisme","Attaché commercial / Attachée commerciale tourisme","4","124","103","11390"
"","","","","Commercial / Commerciale en biens de consommation auprès des entreprises","Commercial(e) biens de consommation auprès des entreprises","4","124","103","12741"
"","","","","Commercial / Commerciale en biens d'équipement auprès des entreprises","Commercial(e) en biens d'équipement auprès des entreprises","4","124","103","12742"
"","","","","Commercial / Commerciale en biens intermédiaires et matières premières auprès des entreprises","Commercial(e) en biens intermédiaires et matières premières","4","124","103","12743"
"","","","","Commercial / Commerciale en produits alimentaires secs en gros","Commercial(e) en produits alimentaires secs en gros","4","124","103","38446"
"","","","","Commercial / Commerciale en publicité auprès des entreprises","Commercial / Commerciale en publicité auprès des entreprises","4","124","103","12745"
"","","","","Commercial / Commerciale export","Commercial / Commerciale export","4","124","103","38081"
"","","","","Commercial / Commerciale grands comptes et entreprises","Commercial / Commerciale grands comptes et entreprises","4","124","103","404420"
"","","","","Commercial vendeur / Commerciale vendeuse d'espaces publicitaires","Commercial(e) vendeur(se) d'espaces publicitaires","4","124","103","12749"
"","","","","Commercial vendeur / Commerciale vendeuse d'espaces publicitaires web","Commercial(e) vendeur(se) d'espaces publicitaires web","4","124","103","38777"
"","","","","Conseiller commercial / Conseillère commerciale en biens de consommation auprès des entreprises","Conseiller(ère) commercial(e) biens consommation entreprises","4","124","103","13361"
"","","","","Conseiller commercial / Conseillère commerciale en biens d'équipement auprès des entreprises","Conseiller(ère) commerciale en biens équipement entreprises","4","124","103","13362"
"","","","","Conseiller commercial / Conseillère commerciale en biens intermédiaires et matières premières auprès des entreprises","Conseiller(ère) commercial(e) bien interméd matières prem","4","124","103","13363"
"","","","","Délégué commercial / Déléguée commerciale en biens de consommation auprès des entreprises","Délégué(e) commercial(e) biens consommation entreprises","4","124","103","13932"
"","","","","Délégué commercial / Déléguée commerciale en biens d'équipement auprès des entreprises","Délégué(e) commercial(e) en biens d'équipement entreprises","4","124","103","13933"
"","","","","Délégué commercial / Déléguée commerciale en biens intermédiaires et matières premières auprès des entreprises","Délégué(e) commercial(e) bien interméd matières premières","4","124","103","13934"
"","","","","Délégué commercial / Déléguée commerciale en services auprès des entreprises","Délégué commercial / Déléguée commerciale service entreprise","4","124","103","13935"
"","","","","Représentant / Représentante en biens de consommation auprès des entreprises","Représentant(e) biens de consommation auprès des entreprises","4","124","103","18553"
"","","","","Représentant / Représentante en biens d'équipement auprès des entreprises","Représentant(e) en biens d'équipement auprès des entreprises","4","124","103","18554"
"","","","","Représentant / Représentante en biens intermédiaires et matières premières auprès des entreprises","Représentant(e) biens intermédiaires matières premières","4","124","103","18555"
"","","","","Représentant / Représentante en services auprès des entreprises","Représentant(e) en services auprès des entreprises","4","124","103","18556"
"D","14","03","Commercial / Commerciale auprès des particuliers","","","3","127","104",""
"","","","","Attaché commercial / Attachée commerciale auprès des particuliers","Attaché(e) commercial(e) auprès des particuliers","4","127","104","11368"
"","","","","Chargé / Chargée de recouvrement de créances","Chargé / Chargée de recouvrement de créances","4","127","104","38068"
"","","","","Chef de groupe de vendeurs à domicile","Chef de groupe de vendeurs à domicile","4","127","104","12160"
"","","","","Commercial / Commerciale auprès des particuliers","Commercial / Commerciale auprès des particuliers","4","127","104","12738"
"","","","","Conseiller commercial / Conseillère commerciale auprès des particuliers","Conseiller(ère) commercial(e) auprès des particuliers","4","127","104","13355"
"","","","","Conseiller commercial / Conseillère commerciale auprès d'une clientèle de particuliers","Conseiller(ère) commercial(e) pour clientèle de particuliers","4","127","104","13356"
"","","","","Conseiller commercial / Conseillère commerciale en aménagement de cuisines auprès des particuliers","Conseiller(ère) commercial(e) aménagement cuisines part","4","127","104","13358"
"","","","","Conseiller commercial / Conseillère commerciale en articles de décoration auprès des particuliers","Conseiller(ère) commercial(e) art. déco auprès particuliers","4","127","104","38357"
"","","","","Conseiller commercial / Conseillère commerciale en bien-être et diététique auprès des particuliers","Conseiller(ère) commercial(e) bien-être auprès particuliers","4","127","104","38358"
"","","","","Conseiller commercial / Conseillère commerciale en cheminées auprès des particuliers","Conseiller(ère) commercial(e) cheminées auprès particuliers","4","127","104","13364"
"","","","","Conseiller commercial / Conseillère commerciale en déménagement","Conseiller(ère) commercial(e) en déménagement","4","127","104","13365"
"","","","","Conseiller commercial / Conseillère commerciale en distribution d'énergie auprès des particuliers","Conseiller(ère) commercial(e) distrib. énergie particuliers","4","127","104","38359"
"","","","","Conseiller commercial / Conseillère commerciale en équipement de l'habitat auprès des particuliers","Conseiller(ère) commercial(e) équip. habitat particuliers","4","127","104","38360"
"","","","","Conseiller commercial / Conseillère commerciale en fermetures auprès de particuliers","Conseiller / Conseillère commerciale fermetures particuliers","4","127","104","13368"
"","","","","Conseiller commercial / Conseillère commerciale en gastronomie univers culinaire auprès des particuliers","Conseiller(ère) commercial(e) gastronomie particuliers","4","127","104","38361"
"","","","","Conseiller commercial / Conseillère commerciale en mobile homes auprès des particuliers","Conseiller(ère) commercial(e) mobile homes pour particuliers","4","127","104","13366"
"","","","","Conseiller commercial / Conseillère commerciale en piscines auprès des particuliers","Conseiller(ère) commercial(e) piscines auprès particuliers","4","127","104","13367"
"","","","","Conseiller commercial / Conseillère commerciale en produits cosmétiques auprès des particuliers","Conseiller(ère) commercial(e) produits cosmétiques part","4","127","104","13369"
"","","","","Conseiller commercial / Conseillère commerciale en produits culturels auprès des particuliers","Conseiller(ère) commercial(e) prod. culturels particuliers","4","127","104","38363"
"","","","","Conseiller commercial / Conseillère commerciale en produits d'entretien auprès des particuliers","Conseiller(ère) commercial(e) prod. d'entretien particuliers","4","127","104","38362"
"","","","","Conseiller commercial / Conseillère commerciale en ravalement de façades auprès des particuliers","Conseiller(ère) commercial(e) ravalement façade particuliers","4","127","104","13370"
"","","","","Conseiller commercial / Conseillère commerciale en salles de bains auprès des particuliers","Conseiller(ère) commercial(e) en SDB auprès particuliers","4","127","104","13371"
"","","","","Conseiller commercial / Conseillère commerciale en solutions de télécommunications auprès des particuliers","Conseiller(ère) commercial(e) solutions télécom. particulier","4","127","104","38364"
"","","","","Conseiller commercial / Conseillère commerciale en stores auprès des particuliers","Conseiller(ère) commercial(e) stores auprès des particuliers","4","127","104","13373"
"","","","","Conseiller commercial / Conseillère commerciale en textile et accessoires de mode auprès des particuliers","Conseiller(ère) commercial(e) textile mode particuliers","4","127","104","38365"
"","","","","Conseiller commercial / Conseillère commerciale en vérandas auprès des particuliers","Conseiller(ère) commercial(e) vérandas auprès particuliers","4","127","104","13376"
"","","","","Conseiller vendeur / Conseillère vendeuse à domicile","Conseiller vendeur / Conseillère vendeuse à domicile","4","127","104","13489"
"","","","","Conseiller vendeur / Conseillère vendeuse en laisser sur place auprès des particuliers","Conseiller(ère) vendeur(se) en laisser sur place particulier","4","127","104","13495"
