"code_rome","code_fiche_metier","code_ogr","libelle_rome","transition_eco","transition_num","transition_demo","emploi_reglemente","emploi_cadre","code_rome_parent"
"M1201","477","458","Analyste Financier / Financière","Emploi Blanc","","","","","M1201"
"M1202","471","459","Expert-comptable / Experte-comptable","Emploi Blanc","","","","","M1202"
"M1203","467","460","Comptable","Emploi Blanc","","","","","M1203"
"M1204","479","461","Contrôleur / Contrôleuse de gestion","Emploi Blanc","N","N","N","O","M1204"
"M1205","473","462","Directeur administratif et financier / Directrice administrative et financière -DAF-","Emploi Blanc","N","N","N","O","M1205"
"M1206","469","463","Chef comptable","Emploi Blanc","","","","","M1206"
"M1207","475","464","Trésorier / Trésorière","Emploi Blanc","","","","","M1207"
"M1208","32611","488629","Responsable contrôle de gestion","Emploi Blanc","N","N","N","O","M1204"
"M1209","32766","488910","Conseiller / Conseillère en gestion","Emploi Blanc","N","N","N","O","M1204"
"M1210","32907","489196","Commissaire aux comptes","Emploi Blanc","N","N","O","O","M1202"
"M1301","484","465","Président Directeur Général / Présidente Directrice Générale -PDG-","Emploi Blanc","","","","","M1301"
"M1302","481","466","Responsable de Petite ou Moyenne Entreprise -PME-","Emploi Blanc","","","","","M1302"
"M1401","486","467","Enquêteur / Enquêtrice sondage","Emploi Blanc","","","","","M1401"
"M1402","496","468","Consultant / Consultante en organisation et management","Emploi Blanc","","","","","M1402"
"M1403","499","469","Chargé / Chargée d'études socio-économiques","Emploi Blanc","","","","","M1403"
"M1404","492","470","Sondeur enquêteur / Sondeuse enquêtrice","Emploi Blanc","","","","","M1404"
"M1405","30060","404047","Data scientist","Emploi Blanc","O","N","N","O","M1403"
"M1406","32403","488287","Responsable RSE - Responsabilité Sociétale de l'Entreprise","Emploi Vert","N","N","N","O","M1402"
"M1407","32416","488300","Responsable de la veille scientifique et technique","Emploi Blanc","N","N","N","O","M1403"
"M1408","32453","488337","Responsable des études pharmaco-économiques","Emploi Blanc","N","N","O","O","M1403"
"M1409","32621","488639","Ingénieur / Ingénieure économiste en entreprise","Emploi Blanc","N","N","N","O","M1403"
"M1410","32646","488729","Responsable Green IT","Emploi Vert","O","N","N","O","M1402"
"M1411","32673","488756","Responsable d'enquêtes","Emploi Blanc","N","N","N","N","M1404"
"M1412","32695","488778","Ergonome","Emploi Blanc","N","N","N","N","M1402"
"M1413","32792","488936","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise","Emploi Vert","N","N","N","N","M1402"
"M1414","32924","489213","Ingénieur statisticien / Ingénieure statisticienne","Emploi Blanc","O","N","N","O","M1403"
"M1501","501","471","Assistant / Assistante ressources humaines","Emploi Blanc","","","","","M1501"
"M1502","504","472","Chargé / Chargée de recrutement","Emploi Blanc","","","","","M1502"
"M1503","502","473","Directeur / Directrice des Ressources Humaines -DRH-","Emploi Blanc","","","","","M1503"
"M1504","32396","488280","Responsable formation professionnelle en entreprise","Emploi Blanc","N","N","N","O","M1502"
"M1505","32440","488324","Chargé / Chargée de formation en entreprise","Emploi Blanc","N","N","N","O","M1502"
"M1506","32590","488608","Manager de proximité","Emploi Blanc","N","N","N","N","M1503"
"M1507","32690","488773","Gestionnaire paie","Emploi Blanc","N","N","N","N","M1203"
"M1601","508","474","Chargé / Chargée d'accueil","Emploi Blanc","N","N","N","N","M1601"
"M1602","512","475","Agent administratif / Agente administrative","Emploi Blanc","","","","","M1602"
"M1603","506","476","Facteur / Factrice","Emploi Blanc","","","","","M1603"
"M1604","524","477","Assistant / Assistante de direction","Emploi Blanc","","","","","M1604"
"M1605","522","478","Secrétaire technique","Emploi Blanc","","","","","M1605"
"M1606","510","479","Opérateur / Opératrice de saisie","Emploi Blanc","","","","","M1606"
"M1607","514","480","Secrétaire","Emploi Blanc","","","","","M1607"
"M1608","519","481","Secrétaire comptable","Emploi Blanc","N","N","N","N","M1608"
"M1609","517","482","Secrétaire médical / Secrétaire médicale","Emploi Blanc","N","O","N","N","M1609"
"M1610","32420","488304","Intendant / Intendante du sport","Emploi Blanc","N","N","N","O","M1604"
"M1611","32663","488746","Secrétaire Facturier / Facturière","Emploi Blanc","N","N","N","N","M1608"
"M1612","32704","488787","Assistant / Assistante de service juridique","Emploi Blanc","N","N","N","N","M1607"
"M1613","32741","488885","Télésecrétaire","Emploi Blanc","N","N","N","N","M1607"
"M1614","32783","488927","Standardiste","Emploi Blanc","N","N","N","N","M1601"
"M1615","32796","489012","Distributeur / Distributrice de prospectus et imprimés","Emploi Blanc","N","N","N","N","M1603"
"M1616","32873","489162","Steward / Hôtesse au sol","Emploi Blanc","N","N","O","N","M1601"
"M1617","32895","489184","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","Emploi Blanc","N","N","O","O","M1609"
"M1701","538","483","Responsable de l'administration des ventes","Emploi Blanc","","","","","M1701"
"M1702","526","484","Planneur / Planneuse stratégique","Emploi Blanc","","","","","M1702"
"M1703","532","485","Chef / Cheffe de produit","Emploi Blanc","","","","O","M1703"
"M1704","537","486","Responsable relation client (CRM)","Emploi Blanc","","","","","M1704"
"M1705","529","487","Responsable marketing","Emploi Blanc","","","","","M1705"
"M1706","534","488","Chef de promotion des ventes","Emploi Blanc","","","","","M1706"
"M1707","541","489","Responsable Commercial / Commerciale","Emploi Blanc","","","","","M1707"
"M1708","32390","488274","Directeur / Directrice de l'accès au marché","Emploi Blanc","N","N","N","O","M1707"
"M1709","32391","488275","Chef / Cheffe de gamme","Emploi Blanc","N","N","N","O","M1703"
"M1710","32423","488307","Responsable régional / Responsable régionale des relations scientifiques médicales","Emploi Blanc","N","N","N","O","M1707"
"M1711","32426","488310","Directeur / Directrice du marketing","Emploi Blanc","N","N","N","O","M1705"
"M1712","32456","488340","Directeur / Directrice de l'information promotionnelle du médicament","Emploi Blanc","N","N","N","O","M1706"
"M1713","32458","488342","Responsable d'associations de patients","Emploi Blanc","N","N","N","N","M1704"
"M1714","32551","488569","Chargé / Chargée de l'information promotionnelle du médicament","Emploi Blanc","N","N","N","N","M1706"
"M1715","32655","488738","Directeur commercial / Directrice commerciale","Emploi Blanc","N","N","N","O","M1707"
"M1716","32729","488873","Responsable marketing digital","Emploi Blanc","O","N","N","O","M1705"
"M1801","551","490","Administrateur / Administratrice de systèmes d'information (SI)","Emploi Blanc","O","N","N","O","M1801"
"M1802","571","491","Expert / Experte systèmes et réseaux informatiques","Emploi Blanc","O","N","N","O","M1802"
"M1803","574","492","Directeur / Directrice des services informatiques -DSI-","Emploi Blanc","O","","","","M1803"
"M1804","569","493","Ingénieur / Ingénieure télécoms","Emploi Blanc","O","","","","M1804"
"M1805","567","494","Développeur / Développeuse informatique","Emploi Blanc","O","N","N","N","M1805"
"M1806","545","495","Product Owner","Emploi Blanc","O","","","","M1806"
"M1807","575","496","Opérateur / Opératrice télécom aux armées","Emploi Blanc","","","","","M1807"
"M1808","577","497","Cartographe","Emploi Blanc","","","","","M1808"
"M1809","576","498","Météorologue","Emploi Vert","","","","","M1809"
"M1810","565","499","Technicien / Technicienne informatique","Emploi Blanc","O","","","","M1810"
"M1811","30069","404048","Data engineer","Emploi Blanc","O","","","O","M1802"
"M1812","30070","404049","Responsable de la Sécurité des Systèmes d'Information (RSSI)","Emploi Blanc","O","","","O","M1803"
"M1813","30061","404050","Intégrateur / Intégratrice logiciels métiers","Emploi Blanc","O","N","N","N","M1805"
"M1814","32445","488329","Scrum Master","Emploi Blanc","O","N","N","O","M1805"
"M1815","32558","488576","Spécialiste test et validation logiciel ou application","Emploi Blanc","O","N","N","N","M1805"
"M1816","32585","488603","Technicien / Technicienne réseaux informatiques et télécoms","Emploi Blanc","O","N","N","N","M1810"
"M1817","32618","488636","Administrateur / Administratrice sécurité informatique","Emploi Blanc","O","N","N","O","M1801"
"M1818","32623","488641","Ingénieur / Ingénieure d'étude informatique","Emploi Blanc","O","N","N","O","M1805"
"M1819","32624","488707","Ingénieur / Ingénieure sécurité informatique","Emploi Blanc","O","N","N","O","M1802"
"M1820","32630","488713","Expert / Experte méthodes et qualité informatique","Emploi Blanc","O","N","N","O","M1802"
"M1821","32633","488716","Analyste d'application informatique","Emploi Blanc","O","N","N","N","M1805"
"M1822","32634","488717","Ingénieur / Ingénieure systèmes et réseaux informatiques","Emploi Blanc","O","N","N","O","M1802"
"M1823","32638","488721","Consultant / Consultante avant-vente","Emploi Blanc","O","N","N","O","M1802"
"M1824","32665","488748","Développeur / Développeuse décisionnel - Business Intelligence","Emploi Blanc","O","N","N","O","M1805"
"M1825","32667","488750","Coordinateur / Coordinatrice de production web","Emploi Blanc","O","N","N","N","M1803"
"M1826","32670","488753","Ingénieur / Ingénieure supervision IT Datacenter","Emploi Blanc","O","N","N","","M1803"
"M1827","32671","488754","Ingénieur / Ingénieure DevOps","Emploi Blanc","O","N","N","O","M1805"
"M1828","32685","488768","Chef de projet / Cheffe de projet (Project Management Officer)","Emploi Blanc","O","N","N","O","M1806"
"M1829","32689","488772","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés","Emploi Blanc","O","N","N","","M1802"
"M1830","32702","488785","Administrateur / Administratrice réseaux - télécoms","Emploi Blanc","O","N","N","O","M1801"
"M1831","32703","488786","Développeur / Développeuse - jeux vidéo","Emploi Blanc","O","N","N","N","M1805"
"M1832","32721","488865","Homologateur / Homologatrice fonctionnel de logiciel","Emploi Blanc","O","N","N","N","M1805"
"M1833","32733","488877","Ingénieur / Ingénieure sécurité web","Emploi Blanc","O","N","N","O","M1802"
"M1834","32744","488888","Administrateur / Administratrice de site Web","Emploi Blanc","O","N","N","N","M1801"
"M1835","32746","488890","Architecte systèmes et réseaux des territoires connectés","","O","N","N","O","M1802"
"M1836","32750","488894","Ingénieur concepteur / Ingénieure conceptrice informatique","Emploi Blanc","O","N","N","O","M1805"
"M1837","32760","488904","Développeur / Développeuse multimédia","Emploi Blanc","O","N","N","N","M1805"
"M1838","32761","488905","Urbaniste des systèmes d'information","Emploi Blanc","O","N","N","O","M1806"
"M1839","32765","488909","Architecte systèmes et réseaux","Emploi Blanc","O","N","N","O","M1802"
"M1840","32773","488917","Directeur / Directrice de projets des territoires connectés","Emploi stratégique pour la Transition écologique","O","N","N","O","M1803"
"M1841","32778","488922","Ingénieur informaticien / Ingénieure informaticienne","Emploi Blanc","O","N","N","O","M1805"
"M1842","32789","488933","Qualiticien / Qualiticienne logiciel en informatique","Emploi Blanc","O","N","N","O","M1805"
"M1843","32793","489009","Administrateur / Administratrice de serveurs","Emploi Blanc","O","N","N","O","M1801"
"M1844","32801","489017","Analyste en cybersécurité","Emploi Blanc","O","N","N","O","M1805"
"M1845","32807","489023","Architecte IoT - Internet des Objets","Emploi Blanc","O","N","N","O","M1806"
"M1846","32810","489026","Ingénieur / Ingénieure Cybersécurité Datacenter","Emploi Blanc","O","N","N","O","M1802"
"M1847","32819","489035","Expert / Experte en communication et réseaux","Emploi Blanc","O","N","N","O","M1802"
"M1848","32839","489055","Analyste Concepteur / Conceptrice informatique","Emploi Blanc","O","N","N","O","M1805"
"M1849","32845","489061","Administrateur / Administratrice de messagerie","Emploi Blanc","O","N","N","N","M1801"
"M1850","32850","489066","Architecte multimédias interactifs","Emploi Blanc","O","N","N","O","M1802"
"M1851","32851","489067","Analyste décisionnel - Business Intelligence","Emploi Blanc","O","N","N","O","M1805"
"M1852","32856","489072","Analyste d'étude informatique","Emploi Blanc","O","N","N","O","M1805"
"M1853","32857","489073","Chef / Cheffe de projet étude et développement informatique","Emploi Blanc","O","N","N","O","M1805"
"M1854","32862","489078","Administrateur / Administratrice réseau informatique","Emploi Blanc","O","N","N","N","M1801"
"M1855","32865","489081","Développeur / Développeuse web","Emploi Blanc","O","N","N","N","M1805"
"M1856","32866","489082","Expert / Experte en cybersécurité","Emploi Blanc","O","N","N","O","M1802"
"M1857","32885","489174","Urbaniste Datacenter","Emploi Blanc","O","N","N","O","M1801"
"M1858","32890","489179","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative","Emploi Blanc","O","N","N","O","M1805"
"M1859","32899","489188","Chef / Cheffe de projet maîtrise d'œuvre informatique","Emploi Blanc","O","N","N","O","M1805"
"M1860","32910","489199","Architecte cloud","Emploi Blanc","O","N","N","O","M1802"
"M1861","32920","489209","Développeur / Développeuse logiciel ou d'application","Emploi Blanc","O","N","N","N","M1805"
"M1862","32928","489217","Responsable d'exploitation fibre optique","Emploi Blanc","O","N","N","O","M1803"
"M1863","32929","489218","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques","Emploi Blanc","O","N","N","O","M1802"
"N1101","521","500","Cariste","Emploi Blanc","N","N","N","N","N1101"
"N1102","525","501","Déménageur / Déménageuse","Emploi Blanc","N","N","N","N","N1102"
"N1103","520","502","Préparateur / Préparatrice de commandes","Emploi Blanc","N","N","N","N","N1103"
"N1104","518","503","Pontier / Pontière","Emploi Blanc","N","N","O","N","N1104"
"N1105","523","504","Manutentionnaire","Emploi Blanc","N","N","N","N","N1105"
"N1106","32449","488333","Agent / Agente de quai manutentionnaire","Emploi Blanc","N","N","N","N","N1105"
"N1107","32581","488599","Chef / Cheffe d'équipe en déménagement","Emploi Blanc","N","N","N","N","N1102"
"N1108","32652","488735","Conducteur / Conductrice de grue mobile","Emploi Blanc","N","N","O","N","N1104"
"N1109","32686","488769","Éclusier-barragiste / Éclusière-barragiste","Emploi Blanc","N","N","N","N","N1104"
"N1110","32688","488771","Magasinier / Magasinière","Emploi Blanc","N","N","N","N","N1103"
"N1111","32749","488893","Conducteur / Conductrice de pont roulant","Emploi Blanc","N","N","O","N","N1104"
"N1112","32780","488924","Chef cariste / Cheffe cariste","Emploi Blanc","N","N","O","N","N1101"
"N1113","32835","489051","Préparateur / Préparatrice au drive","Emploi Blanc","N","N","N","N","N1103"
"N1114","32861","489077","Conducteur / Conductrice d'engins lourds de manutention","Emploi Blanc","N","N","O","N","N1104"
"N1115","32875","489164","Opérateur / Opératrice logistique en entrepôt","Emploi Blanc","N","N","N","N","N1103"
"N1116","32879","489168","Agent / Agente de quai réceptionnaire","Emploi Blanc","N","N","N","N","N1103"
"N1201","527","505","Affréteur / Affréteuse","Emploi Blanc","N","N","N","N","N1201"
"N1202","528","506","Employé / Employée de transit","Emploi Blanc","N","N","N","N","N1202"
"N1203","32568","488586","Technicien / Technicienne gestion douanière","Emploi Blanc","N","N","N","N","N1202"
"N1204","32583","488601","Coordinateur / Coordinatrice transit -import/export-","Emploi Blanc","N","N","N","N","N1202"
"N1205","32658","488741","Responsable de service transit","Emploi Blanc","N","N","N","O","N1202"
"N1206","32719","488863","Courtier / Courtière affrètement maritime","Emploi Blanc","N","N","N","N","N1201"
"N1207","32886","489175","Chef / Cheffe de groupe affrètement","Emploi Blanc","N","N","N","O","N1201"
"N1301","535","507","Responsable logistique","Emploi Blanc","N","N","N","O","N1301"
"N1302","536","508","Responsable entrepôt logistique","","","","","","N1302"
"N1303","533","509","Approvisionneur / Approvisionneuse logistique","Emploi Blanc","","","","","N1303"
"N1304","32570","488588","Directeur / Directrice logistique","Emploi stratégique pour la Transition écologique","N","N","N","O","N1301"
"N1305","32804","489020","Ingénieur / Ingénieure logistique","Emploi stratégique pour la Transition écologique","N","N","N","O","N1301"
"N2101","540","510","Steward / Hôtesse de l'air","Emploi Brun","","","","","N2101"
"N2102","542","511","Pilote de ligne","Emploi Brun","","","","","N2102"
"N2201","544","512","Agent / Agente d'escale","Emploi Brun","","","","","N2201"
"N2202","547","513","Contrôleur aérien / Contrôleuse aérienne","Emploi Brun","","","","","N2202"
"N2203","543","514","Agent / Agente de piste","Emploi Brun","","","","","N2203"
"N2204","546","515","Agent / Agente de trafic aérien","Emploi Brun","","","","","N2204"
"N2205","548","516","Chef / Cheffe d'escale","Emploi Brun","","","","","N2205"
"N2206","32823","489039","Pilote de drone","","O","N","O","N","N2204"
"N2207","32922","489211","Agent / Agente d'accompagnement du transport","Emploi Blanc","N","N","N","N","N2201"
"N3101","552","517","Capitaine de port","Emploi Brun","","","","","N3101"
"N3102","549","518","Marin","Emploi Brun","","","","","N3102"
"N3103","550","519","Matelot de la navigation fluviale","Emploi stratégique pour la Transition écologique","","","","","N3103"
"N3201","554","520","Agent / Agente de port de plaisance","Emploi Brun","","","","","N3201"
"N3202","593","521","Responsable d'exploitation transport fluvial","Emploi stratégique pour la Transition écologique","","","","","N3202"
"N3203","553","522","Ouvrier / Ouvrière de manutention portuaire","Emploi stratégique pour la Transition écologique","N","N","O","N","N3203"
"N3204","32846","489062","Chef / Cheffe d'équipe de manutention portuaire","Emploi stratégique pour la Transition écologique","N","N","O","N","N3203"
"N4101","573","523","Conducteur / Conductrice de poids lourd","Emploi Brun","N","N","O","N","N4101"
"N4102","566","524","Conducteur / Conductrice de transport de particuliers","Emploi Brun","N","N","O","N","N4102"
"N4103","568","525","Conducteur / Conductrice de bus","Emploi stratégique pour la Transition écologique","N","N","O","N","N4103"
"N4104","572","526","Coursier / Coursière","Emploi Blanc","N","N","N","N","N4104"
"N4105","570","527","Chauffeur-livreur / Chauffeuse-livreuse","Emploi Blanc","N","N","O","N","N4105"
"N4106","32559","488577","Commis coursier / Commise coursière en douane","Emploi Blanc","N","N","N","N","N4104"
"N4107","32565","488583","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi","Emploi Blanc","N","N","N","N","N4105"
"N4108","32573","488591","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite","Emploi Brun","N","N","N","N","N4102"
"N4109","32577","488595","Conducteur / Conductrice de car","Emploi stratégique pour la Transition écologique","N","N","O","N","N4103"
"N4110","32586","488604","Releveur / Releveuse de compteurs","Emploi Blanc","N","N","N","N","N4104"
"N4111","32593","488611","Conducteur / Conductrice super poids lourd de l'armée","Emploi Blanc","N","N","N","N","N4101"
"N4112","32912","489201","Chauffeur / Chauffeuse VTC","Emploi Blanc","N","N","O","N","N4102"
"N4113","32608","488626","Conducteur routier international / Conductrice routière internationale","Emploi Blanc","N","N","N","N","N4101"
"N4114","32649","488732","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant","Emploi Blanc","N","N","O","N","N4105"
"N4115","32656","488739","Conducteur / Conductrice de véhicules Super Lourds","Emploi Brun","N","N","O","N","N4101"
"N4116","32694","488777","Conducteur / Conductrice de camion-benne","Emploi Brun","N","N","N","N","N4101"
"N4117","32921","489210","Conducteur / Conductrice d'attelage","Emploi Vert","N","N","N","N","N4103"
"N4118","32713","488857","Conducteur / Conductrice enlèvement de déchets","Emploi Blanc","N","N","N","N","N4105"
"N4119","32730","488874","Conducteur / Conductrice de tramway","Emploi stratégique pour la Transition écologique","N","N","N","N","N4103"
"N4120","32737","488881","Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commandes","Emploi Blanc","N","N","N","N","N4105"
"N4121","32738","488882","Aide-livreur / Aide-livreuse","Emploi Blanc","N","N","N","N","N4105"
"N4122","32740","488884","Conducteur convoyeur / Conductrice convoyeuse de véhicule","Emploi Blanc","N","N","O","N","N4105"
"N4123","32787","488931","Conducteur livreur installateur / Conductrice livreuse installatrice","Emploi Blanc","N","N","N","N","N4105"
"N4124","32937","489226","Conducteur / Conductrice de taxi moto","Emploi Blanc","N","N","O","N","N4102"
"N4125","32791","488935","Conducteur / Conductrice de transport animalier","Emploi Blanc","N","N","O","N","N4102"
"N4126","32935","489224","Chauffeur / Chauffeuse porte voitures","Emploi Blanc","N","N","O","N","N4101"
"N4127","32816","489032","Chauffeur accompagnateur / Chauffeuse accompagnatrice tourisme","Emploi stratégique pour la Transition écologique","N","N","O","N","N4102"
"N4128","32827","489043","Conducteur / Conductrice de navette de moins de 9 personnes","Emploi Blanc","N","N","O","N","N4102"
"N4129","32936","489225","Conducteur / Conductrice de corbillard","Emploi Blanc","N","N","N","N","N4103"
"N4130","32841","489057","Conducteur / Conductrice de voiture radar à conduite externalisée","Emploi Blanc","N","N","O","N","N4105"
"N4131","32872","489161","Chauffeur / Chauffeuse de direction","Emploi Blanc","N","N","O","N","N4102"
"N4132","32901","489190","Agent commercial / Agente commerciale de conduite transport en commun","Emploi Blanc","N","N","N","N","N4103"
"N4201","564","528","Responsable d'agence transport routier de marchandises","Emploi Blanc","","","","","N4201"
"N4202","562","529","Responsable d'exploitation transport routier de personnes","Emploi Blanc","N","N","O","O","N4202"
"N4203","563","530","Agent / Agente d'intervention technique d'exploitation des transports routiers de marchandises","Emploi Blanc","N","N","N","N","N4203"
"N4204","561","531","Agent / Agente d'exploitation transport routier de personnes","Emploi Blanc","","","","","N4204"
"N4301","559","532","Conducteur / Conductrice de train","Emploi stratégique pour la Transition écologique","","","","","N4301"
"N4302","558","533","Agent / Agente de contrôle","Emploi stratégique pour la Transition écologique","","","","","N4302"
"N4401","555","534","Aiguilleur / Aiguilleure du rail","Emploi stratégique pour la Transition écologique","","","","","N4401"
"N4402","556","535","Agent / Agente d'exploitation des remontées mécaniques","Emploi Brun","","","","","N4402"
"N4403","557","536","Cheminot / Cheminote","Emploi stratégique pour la Transition écologique","","","","","N4403"
